Tarih,Dağıtılan Enerji (MWh)
2022-08-01 00:00:00,2235.1476212772573
2022-08-01 01:00:00,2082.4342880165277
2022-08-01 02:00:00,1968.0058006409897
2022-08-01 03:00:00,1906.075751850125
2022-08-01 04:00:00,1878.123647082908
2022-08-01 05:00:00,1839.7397156746322
2022-08-01 06:00:00,1829.274461564655
2022-08-01 07:00:00,1983.3720343434413
2022-08-01 08:00:00,2296.6221335189325
2022-08-01 09:00:00,2647.7285278809645
2022-08-01 10:00:00,2875.286643251151
2022-08-01 11:00:00,2965.3325794347375
2022-08-01 12:00:00,2983.828548154899
2022-08-01 13:00:00,3070.790187958434
2022-08-01 14:00:00,3171.436081336104
2022-08-01 15:00:00,3166.2158195326156
2022-08-01 16:00:00,3148.2618607427457
2022-08-01 17:00:00,3097.960314159463
2022-08-01 18:00:00,2995.0302826323245
2022-08-01 19:00:00,2969.1219303629987
2022-08-01 20:00:00,2896.325639097253
2022-08-01 21:00:00,2887.633076517443
2022-08-01 22:00:00,2785.3395549898414
2022-08-01 23:00:00,2609.64195329341
2022-08-02 00:00:00,2401.3983108260227
2022-08-02 01:00:00,2207.114691080515
2022-08-02 02:00:00,2090.0020536386737
2022-08-02 03:00:00,2012.4165162243075
2022-08-02 04:00:00,1959.1651606550179
2022-08-02 05:00:00,1874.572061602199
2022-08-02 06:00:00,1895.0674516430295
2022-08-02 07:00:00,2026.4952455434905
2022-08-02 08:00:00,2330.051279786386
2022-08-02 09:00:00,2660.508795485496
2022-08-02 10:00:00,2885.9025177354015
2022-08-02 11:00:00,2955.8721899373872
2022-08-02 12:00:00,3013.172617595753
2022-08-02 13:00:00,3068.52203492921
2022-08-02 14:00:00,3159.0164205704646
2022-08-02 15:00:00,3188.543053458057
2022-08-02 16:00:00,3150.627328790477
2022-08-02 17:00:00,3071.7860152008707
2022-08-02 18:00:00,2994.7543764556335
2022-08-02 19:00:00,2950.519241949019
2022-08-02 20:00:00,2920.8390327625816
2022-08-02 21:00:00,2881.330764958614
2022-08-02 22:00:00,2802.449359447566
2022-08-02 23:00:00,2650.4120172862927
2022-08-03 00:00:00,2440.71978163876
2022-08-03 01:00:00,2248.444456247156
2022-08-03 02:00:00,2110.6457296619637
2022-08-03 03:00:00,2038.6493732210315
2022-08-03 04:00:00,1978.8992530096284
2022-08-03 05:00:00,1908.5162475774362
2022-08-03 06:00:00,1910.0035716943496
2022-08-03 07:00:00,2062.4278808977897
2022-08-03 08:00:00,2346.685749501308
2022-08-03 09:00:00,2679.6252879342733
2022-08-03 10:00:00,2912.974732215119
2022-08-03 11:00:00,2975.844799410365
2022-08-03 12:00:00,3031.646933126263
2022-08-03 13:00:00,3097.3635634853144
2022-08-03 14:00:00,3183.898570811551
2022-08-03 15:00:00,3229.1218107017526
2022-08-03 16:00:00,3143.2895372714306
2022-08-03 17:00:00,3107.5277677295394
2022-08-03 18:00:00,3032.3930166372315
2022-08-03 19:00:00,2995.1635996826994
2022-08-03 20:00:00,2960.9433415574917
2022-08-03 21:00:00,2921.6624488320713
2022-08-03 22:00:00,2833.1397403897363
2022-08-03 23:00:00,2682.4895581520395
2022-08-04 00:00:00,2472.119057956134
2022-08-04 01:00:00,2271.1808941762606
2022-08-04 02:00:00,2144.033061506685
2022-08-04 03:00:00,2078.1226337687103
2022-08-04 04:00:00,2009.6485407700488
2022-08-04 05:00:00,1935.7079081968966
2022-08-04 06:00:00,1930.519048713944
2022-08-04 07:00:00,2077.972983682784
2022-08-04 08:00:00,2356.7561303764405
2022-08-04 09:00:00,2743.3493700613158
2022-08-04 10:00:00,2943.173209516871
2022-08-04 11:00:00,3034.496688651559
2022-08-04 12:00:00,3043.221015644047
2022-08-04 13:00:00,3118.8266943023345
2022-08-04 14:00:00,3205.225417113913
2022-08-04 15:00:00,3230.154015534034
2022-08-04 16:00:00,3191.208571713515
2022-08-04 17:00:00,3089.1863431681627
2022-08-04 18:00:00,3042.127649681058
2022-08-04 19:00:00,2966.5584496024167
2022-08-04 20:00:00,2942.200562993511
2022-08-04 21:00:00,2900.8456623060592
2022-08-04 22:00:00,2853.3185925814464
2022-08-04 23:00:00,2676.9247892020812
2022-08-05 00:00:00,2460.1446205498996
2022-08-05 01:00:00,2256.6048458757896
2022-08-05 02:00:00,2155.5040892226457
2022-08-05 03:00:00,2069.348999471235
2022-08-05 04:00:00,2004.611191616347
2022-08-05 05:00:00,1929.6656786095775
2022-08-05 06:00:00,1931.3489253459493
2022-08-05 07:00:00,2081.87584538072
2022-08-05 08:00:00,2381.8449408603683
2022-08-05 09:00:00,2716.7676420960493
2022-08-05 10:00:00,2967.568211143266
2022-08-05 11:00:00,3034.259282268939
2022-08-05 12:00:00,3064.2531921198793
2022-08-05 13:00:00,3150.6205238366915
2022-08-05 14:00:00,3215.9772997762584
2022-08-05 15:00:00,3239.4709325440763
2022-08-05 16:00:00,3179.7401474312906
2022-08-05 17:00:00,3095.814631776581
2022-08-05 18:00:00,3019.964607380706
2022-08-05 19:00:00,2979.3159311532127
2022-08-05 20:00:00,2939.381349350909
2022-08-05 21:00:00,2896.532497342926
2022-08-05 22:00:00,2787.6418021749687
2022-08-05 23:00:00,2648.45087207643
2022-08-06 00:00:00,2313.6740827875237
2022-08-06 01:00:00,2140.288149718024
2022-08-06 02:00:00,2009.0039432930776
2022-08-06 03:00:00,1947.3911103841097
2022-08-06 04:00:00,1889.4565551515293
2022-08-06 05:00:00,1826.9892752868125
2022-08-06 06:00:00,1824.9408191078699
2022-08-06 07:00:00,1968.2041851707193
2022-08-06 08:00:00,2240.7467078240134
2022-08-06 09:00:00,2580.526710914
2022-08-06 10:00:00,2797.167396229031
2022-08-06 11:00:00,2863.8683368145785
2022-08-06 12:00:00,2913.2533681157443
2022-08-06 13:00:00,2944.746651602929
2022-08-06 14:00:00,3023.0274682369313
2022-08-06 15:00:00,3058.5593704823177
2022-08-06 16:00:00,3006.944530896302
2022-08-06 17:00:00,2927.3713577205535
2022-08-06 18:00:00,2823.870783774947
2022-08-06 19:00:00,2790.5957451067284
2022-08-06 20:00:00,2746.20729444951
2022-08-06 21:00:00,2701.558342986061
2022-08-06 22:00:00,2616.400564636382
2022-08-06 23:00:00,2435.6894796109063
2022-08-07 00:00:00,2244.7330433210614
2022-08-07 01:00:00,2042.4073339844465
2022-08-07 02:00:00,1908.3529557896507
2022-08-07 03:00:00,1825.7232265977793
2022-08-07 04:00:00,1753.0369029086407
2022-08-07 05:00:00,1689.2432363334246
2022-08-07 06:00:00,1674.5250151563653
2022-08-07 07:00:00,1786.8626989148554
2022-08-07 08:00:00,2021.201658013576
2022-08-07 09:00:00,2327.423696448736
2022-08-07 10:00:00,2516.1325512217322
2022-08-07 11:00:00,2558.1192786135166
2022-08-07 12:00:00,2591.1926270013487
2022-08-07 13:00:00,2626.3406068627487
2022-08-07 14:00:00,2688.3484913120683
2022-08-07 15:00:00,2700.387503506822
2022-08-07 16:00:00,2706.8984676666973
2022-08-07 17:00:00,2617.3014285343334
2022-08-07 18:00:00,2557.77751568395
2022-08-07 19:00:00,2538.6037106298913
2022-08-07 20:00:00,2521.779404827045
2022-08-07 21:00:00,2510.859281039708
2022-08-07 22:00:00,2475.010059084468
2022-08-07 23:00:00,2330.4086693018207
2022-08-08 00:00:00,2252.414726306146
2022-08-08 01:00:00,2078.5313388069994
2022-08-08 02:00:00,1982.5575049939896
2022-08-08 03:00:00,1938.9579138087674
2022-08-08 04:00:00,1889.7059781496018
2022-08-08 05:00:00,1849.7421386190804
2022-08-08 06:00:00,1859.1169648352397
2022-08-08 07:00:00,1994.0613221900005
2022-08-08 08:00:00,2302.9265647119614
2022-08-08 09:00:00,2667.361429325944
2022-08-08 10:00:00,2911.2056163226694
2022-08-08 11:00:00,2989.7389240228017
2022-08-08 12:00:00,3034.562722881744
2022-08-08 13:00:00,3124.3840288950682
2022-08-08 14:00:00,3152.6920498821437
2022-08-08 15:00:00,3225.3442189480443
2022-08-08 16:00:00,3160.7764971529477
2022-08-08 17:00:00,3090.501337678543
2022-08-08 18:00:00,3024.5171833858035
2022-08-08 19:00:00,2951.42596683151
2022-08-08 20:00:00,2940.912316022383
2022-08-08 21:00:00,2865.761654371773
2022-08-08 22:00:00,2787.3409920951194
2022-08-08 23:00:00,2661.618397419176
2022-08-09 00:00:00,2427.5461522775904
2022-08-09 01:00:00,2227.23831592239
2022-08-09 02:00:00,2102.580037470336
2022-08-09 03:00:00,2020.8077121699564
2022-08-09 04:00:00,1954.1587635706262
2022-08-09 05:00:00,1890.3859963377008
2022-08-09 06:00:00,1900.5235635962456
2022-08-09 07:00:00,2043.7280650989148
2022-08-09 08:00:00,2343.25194651039
2022-08-09 09:00:00,2658.0801560457962
2022-08-09 10:00:00,2917.445699966409
2022-08-09 11:00:00,2981.964012889501
2022-08-09 12:00:00,3021.289883437836
2022-08-09 13:00:00,3109.9020023921385
2022-08-09 14:00:00,3157.0781162011776
2022-08-09 15:00:00,3198.2569412172197
2022-08-09 16:00:00,3158.3438634252534
2022-08-09 17:00:00,3095.7770103914913
2022-08-09 18:00:00,3020.477995080376
2022-08-09 19:00:00,2959.9274746985975
2022-08-09 20:00:00,2928.7969990198067
2022-08-09 21:00:00,2892.4172918973236
2022-08-09 22:00:00,2795.9670677926106
2022-08-09 23:00:00,2664.1719751954306
2022-08-10 00:00:00,2439.47723404399
2022-08-10 01:00:00,2249.6349532671074
2022-08-10 02:00:00,2112.6070751825146
2022-08-10 03:00:00,2043.7543485053666
2022-08-10 04:00:00,1961.1378946565144
2022-08-10 05:00:00,1909.7839158711768
2022-08-10 06:00:00,1915.6252804583223
2022-08-10 07:00:00,2049.0055032097994
2022-08-10 08:00:00,2356.7703363417654
2022-08-10 09:00:00,2702.9379195523475
2022-08-10 10:00:00,2912.366117182612
2022-08-10 11:00:00,3005.5116656251644
2022-08-10 12:00:00,3031.779072442558
2022-08-10 13:00:00,3095.623511871047
2022-08-10 14:00:00,3178.0120510343686
2022-08-10 15:00:00,3223.5575317425705
2022-08-10 16:00:00,3161.979084459901
2022-08-10 17:00:00,3102.8776157905477
2022-08-10 18:00:00,3027.955748360008
2022-08-10 19:00:00,2992.768714590526
2022-08-10 20:00:00,2937.275105006537
2022-08-10 21:00:00,2918.2951655323777
2022-08-10 22:00:00,2832.501199181174
2022-08-10 23:00:00,2706.483440013016
2022-08-11 00:00:00,2445.7093241198636
2022-08-11 01:00:00,2269.436345653383
2022-08-11 02:00:00,2143.476556119157
2022-08-11 03:00:00,2064.574206310237
2022-08-11 04:00:00,2011.7552567628727
2022-08-11 05:00:00,1936.3020566670004
2022-08-11 06:00:00,1927.2009049723017
2022-08-11 07:00:00,2083.4905223087194
2022-08-11 08:00:00,2367.551913011761
2022-08-11 09:00:00,2715.7343321881117
2022-08-11 10:00:00,2953.9127013421953
2022-08-11 11:00:00,3019.247295074668
2022-08-11 12:00:00,3049.3900755192394
2022-08-11 13:00:00,3117.740303745551
2022-08-11 14:00:00,3221.3361026107013
2022-08-11 15:00:00,3237.779192687784
2022-08-11 16:00:00,3217.9931496331674
2022-08-11 17:00:00,3116.4842860241038
2022-08-11 18:00:00,3033.036104237996
2022-08-11 19:00:00,2987.324597033342
2022-08-11 20:00:00,2948.2680167618546
2022-08-11 21:00:00,2890.697199565346
2022-08-11 22:00:00,2829.7585894315034
2022-08-11 23:00:00,2679.617266415998
2022-08-12 00:00:00,2456.3967074221778
2022-08-12 01:00:00,2255.50208319906
2022-08-12 02:00:00,2135.1246432233283
2022-08-12 03:00:00,2066.274305858868
2022-08-12 04:00:00,1990.065383243926
2022-08-12 05:00:00,1935.514806547842
2022-08-12 06:00:00,1920.5460476344185
2022-08-12 07:00:00,2072.2351849603124
2022-08-12 08:00:00,2380.850909126849
2022-08-12 09:00:00,2724.191130184175
2022-08-12 10:00:00,2963.899646469993
2022-08-12 11:00:00,3041.8666156418158
2022-08-12 12:00:00,3056.6234614121668
2022-08-12 13:00:00,3133.038450801226
2022-08-12 14:00:00,3195.0522856600064
2022-08-12 15:00:00,3227.613315605627
2022-08-12 16:00:00,3155.303738218748
2022-08-12 17:00:00,3081.1997069874715
2022-08-12 18:00:00,3001.111326385937
2022-08-12 19:00:00,2972.681791519435
2022-08-12 20:00:00,2901.830840051454
2022-08-12 21:00:00,2871.8981395218702
2022-08-12 22:00:00,2787.9101062904037
2022-08-12 23:00:00,2632.1282669549046
2022-08-13 00:00:00,2304.665936176895
2022-08-13 01:00:00,2112.0638283190597
2022-08-13 02:00:00,2005.9584610247048
2022-08-13 03:00:00,1937.8951724337073
2022-08-13 04:00:00,1883.4934752689421
2022-08-13 05:00:00,1801.6664463629738
2022-08-13 06:00:00,1803.3752173944015
2022-08-13 07:00:00,1937.4334196736907
2022-08-13 08:00:00,2227.7356535203126
2022-08-13 09:00:00,2550.379636740016
2022-08-13 10:00:00,2787.328109368601
2022-08-13 11:00:00,2847.4906591081212
2022-08-13 12:00:00,2886.922312064957
2022-08-13 13:00:00,2951.070755792274
2022-08-13 14:00:00,3008.211526379724
2022-08-13 15:00:00,3033.1249193178473
2022-08-13 16:00:00,2975.9718080508464
2022-08-13 17:00:00,2896.410805205612
2022-08-13 18:00:00,2850.4234150074967
2022-08-13 19:00:00,2780.5491991413473
2022-08-13 20:00:00,2725.2946910119317
2022-08-13 21:00:00,2658.1841226104984
2022-08-13 22:00:00,2586.8047470268466
2022-08-13 23:00:00,2435.9632779927515
