Tarih,Dağıtılan Enerji (MWh)
2022-08-01 00:00:00,2098.1530110392705
2022-08-01 01:00:00,1951.4726610199073
2022-08-01 02:00:00,1863.5322591637319
2022-08-01 03:00:00,1820.3103911164696
2022-08-01 04:00:00,1778.0646948273227
2022-08-01 05:00:00,1732.6427600750715
2022-08-01 06:00:00,1743.586154793814
2022-08-01 07:00:00,1879.3561926560285
2022-08-01 08:00:00,2148.618424943928
2022-08-01 09:00:00,2459.8216520372202
2022-08-01 10:00:00,2674.090232645035
2022-08-01 11:00:00,2754.732923780835
2022-08-01 12:00:00,2790.803133395691
2022-08-01 13:00:00,2857.389016801662
2022-08-01 14:00:00,2935.2590527166544
2022-08-01 15:00:00,2961.6103846076717
2022-08-01 16:00:00,2919.181483380312
2022-08-01 17:00:00,2847.022777836259
2022-08-01 18:00:00,2783.2755826420657
2022-08-01 19:00:00,2737.272624265522
2022-08-01 20:00:00,2703.5500536789564
2022-08-01 21:00:00,2666.7319300208096
2022-08-01 22:00:00,2591.923723588496
2022-08-01 23:00:00,2446.852147718611
2022-08-02 00:00:00,2251.9249915341034
2022-08-02 01:00:00,2075.4770254855484
2022-08-02 02:00:00,1964.3343712541057
2022-08-02 03:00:00,1902.374742010909
2022-08-02 04:00:00,1843.1400330316321
2022-08-02 05:00:00,1782.492215223522
2022-08-02 06:00:00,1781.5139242205082
2022-08-02 07:00:00,1908.707048400576
2022-08-02 08:00:00,2170.8406472407755
2022-08-02 09:00:00,2474.3633374691644
2022-08-02 10:00:00,2680.3759041612734
2022-08-02 11:00:00,2753.842058245393
2022-08-02 12:00:00,2784.8452932446453
2022-08-02 13:00:00,2848.4080676745893
2022-08-02 14:00:00,2925.210379904875
2022-08-02 15:00:00,2952.5415923399637
2022-08-02 16:00:00,2912.8783423468612
2022-08-02 17:00:00,2844.673677476425
2022-08-02 18:00:00,2785.578954281988
2022-08-02 19:00:00,2744.6317228922912
2022-08-02 20:00:00,2716.1248738907507
2022-08-02 21:00:00,2684.3720376625997
2022-08-02 22:00:00,2613.913115643769
2022-08-02 23:00:00,2471.7360282096843
2022-08-03 00:00:00,2278.053335550323
2022-08-03 01:00:00,2101.9273065901825
2022-08-03 02:00:00,1991.0152551403994
2022-08-03 03:00:00,1929.2133725508352
2022-08-03 04:00:00,1869.5101853066224
2022-08-03 05:00:00,1807.7946356431737
2022-08-03 06:00:00,1806.1515677076286
2022-08-03 07:00:00,1934.045661570052
2022-08-03 08:00:00,2198.09500584611
2022-08-03 09:00:00,2503.2470468566926
2022-08-03 10:00:00,2708.9697671845297
2022-08-03 11:00:00,2780.3042016362024
2022-08-03 12:00:00,2808.722895971289
2022-08-03 13:00:00,2870.126564413261
2022-08-03 14:00:00,2945.114533529421
2022-08-03 15:00:00,2970.6886888225
2022-08-03 16:00:00,2929.421704468552
2022-08-03 17:00:00,2860.1060935833557
2022-08-03 18:00:00,2800.60101952739
2022-08-03 19:00:00,2759.9461356652946
2022-08-03 20:00:00,2732.3454167007944
2022-08-03 21:00:00,2701.9414884841653
2022-08-03 22:00:00,2632.9006801371247
2022-08-03 23:00:00,2491.718040144209
2022-08-04 00:00:00,2298.4621627052684
2022-08-04 01:00:00,2122.6288549540313
2022-08-04 02:00:00,2012.3610110955815
2022-08-04 03:00:00,1951.4639485387595
2022-08-04 04:00:00,1892.380027475396
2022-08-04 05:00:00,1830.9002772615383
2022-08-04 06:00:00,1829.9458510091733
2022-08-04 07:00:00,1959.9959201151587
2022-08-04 08:00:00,2227.726492847776
2022-08-04 09:00:00,2536.561501792293
2022-08-04 10:00:00,2743.854338390551
2022-08-04 11:00:00,2814.24390597306
2022-08-04 12:00:00,2840.5752754369987
2022-08-04 13:00:00,2899.740928761568
2022-08-04 14:00:00,2972.124247047601
2022-08-04 15:00:00,2994.252864210269
2022-08-04 16:00:00,2948.8880198579122
