Tarih,Dağıtılan Enerji (MWh)
2022-08-01 00:00:00,2193.1137223358432
2022-08-01 01:00:00,2077.7349429689366
2022-08-01 02:00:00,2002.158171708729
2022-08-01 03:00:00,1958.5004350685615
2022-08-01 04:00:00,1922.5216326128332
2022-08-01 05:00:00,1911.4018288855805
2022-08-01 06:00:00,1975.7927622332675
2022-08-01 07:00:00,2135.413094591516
2022-08-01 08:00:00,2345.8788501272634
2022-08-01 09:00:00,2569.3532726275107
2022-08-01 10:00:00,2687.572974560846
2022-08-01 11:00:00,2778.9291439353447
2022-08-01 12:00:00,2789.1250888850705
2022-08-01 13:00:00,2779.8577831165408
2022-08-01 14:00:00,2798.675795795132
2022-08-01 15:00:00,2801.0093339822247
2022-08-01 16:00:00,2800.1118114312458
2022-08-01 17:00:00,2799.127543705752
2022-08-01 18:00:00,2815.018340777787
2022-08-01 19:00:00,2811.606556584062
2022-08-01 20:00:00,2813.390369976499
2022-08-01 21:00:00,2789.1677409028403
2022-08-01 22:00:00,2697.072929290622
2022-08-01 23:00:00,2544.171937636367
2022-08-02 00:00:00,2386.9138804585978
2022-08-02 01:00:00,2257.942076807996
2022-08-02 02:00:00,2179.266695268723
2022-08-02 03:00:00,2112.760495102767
2022-08-02 04:00:00,2056.0111895010464
2022-08-02 05:00:00,2065.332232827217
2022-08-02 06:00:00,2097.6855777886212
2022-08-02 07:00:00,2229.810769110217
2022-08-02 08:00:00,2448.8228935473935
2022-08-02 09:00:00,2651.4285416004695
2022-08-02 10:00:00,2783.220174996388
2022-08-02 11:00:00,2837.0213146722026
2022-08-02 12:00:00,2843.81447940187
2022-08-02 13:00:00,2833.7817743934047
2022-08-02 14:00:00,2819.6447445084045
2022-08-02 15:00:00,2813.717647871483
2022-08-02 16:00:00,2807.3374966174415
2022-08-02 17:00:00,2806.684149182895
2022-08-02 18:00:00,2783.66963198585
2022-08-02 19:00:00,2794.8704947085985
2022-08-02 20:00:00,2801.1604152544237
2022-08-02 21:00:00,2749.199685403204
2022-08-02 22:00:00,2664.9022705892885
2022-08-02 23:00:00,2523.2302903790346
2022-08-03 00:00:00,2355.0150616203487
2022-08-03 01:00:00,2216.4618063620874
2022-08-03 02:00:00,2138.807202761183
2022-08-03 03:00:00,2078.74564035962
2022-08-03 04:00:00,2028.658630849839
2022-08-03 05:00:00,2014.9669677185782
2022-08-03 06:00:00,2061.3018607492054
2022-08-03 07:00:00,2231.8061414639997
2022-08-03 08:00:00,2426.2342448281956
2022-08-03 09:00:00,2649.2591853256454
2022-08-03 10:00:00,2777.146060102972
2022-08-03 11:00:00,2831.8883275299254
2022-08-03 12:00:00,2840.8171043351804
2022-08-03 13:00:00,2825.5351450987955
2022-08-03 14:00:00,2830.1878112363434
2022-08-03 15:00:00,2838.0371388767207
2022-08-03 16:00:00,2849.305553186908
2022-08-03 17:00:00,2818.905900743773
2022-08-03 18:00:00,2841.6671784055366
2022-08-03 19:00:00,2834.213532406467
